,,,,,,,,,,,,,
time stamp,raw pressure,raw temperature,raw ax,raw ay,raw aZ,calcualted alt,y estimate,v estimate,a estimate,apogee estimate,servo deployment,flight mode,
203677,raw pressure,28.02,-0.01,0.30,0.01,51.38,55.02,51.17,12.10,apogee estimate,servo deployment,1,
203766,raw pressure,28.02,-0.17,-0.04,-0.29,56.26,60.35,51.08,-0.01,apogee estimate,servo deployment,1,
203856,raw pressure,28.02,-0.22,0.00,-0.39,61.64,65.77,50.72,-7.03,apogee estimate,servo deployment,1,
203945,raw pressure,28.01,-0.05,-0.05,-0.39,66.13,70.47,49.74,-10.69,apogee estimate,servo deployment,1,
204049,raw pressure,28.01,-0.02,-0.15,-0.38,72.17,76.77,49.34,-12.32,apogee estimate,servo deployment,1,
204138,raw pressure,28.01,-0.01,-0.05,-0.37,76.74,81.08,48.12,-12.99,162.34,0.00,2,
204229,raw pressure,28.01,0.09,-0.02,-0.35,81.81,85.92,47.33,-13.23,165.34,0.00,2,
204318,raw pressure,28.01,0.09,0.00,-0.33,86.65,90.59,46.58,-13.23,168.26,0.00,2,
204409,raw pressure,28.01,0.04,0.04,-0.33,91.66,95.53,46.01,-13.12,171.86,0.00,2,
204498,raw pressure,28.01,0.03,0.07,-0.31,95.99,99.90,45.12,-13.07,174.14,0.00,2,
204589,raw pressure,28.01,0.02,0.06,-0.30,100.50,104.37,44.30,-12.94,176.69,0.00,2,
204734,raw pressure,28.00,-0.04,0.05,-0.28,107.68,113.09,44.39,-12.83,185.62,0.00,2,
204824,raw pressure,28.00,-0.02,0.06,-0.27,111.97,116.20,42.41,-12.67,184.05,0.00,2,
204914,raw pressure,28.00,-0.02,0.02,-0.25,116.45,120.15,41.44,-12.55,185.70,0.00,2,
205004,raw pressure,28.00,-0.05,0.01,-0.24,120.79,124.28,40.70,-12.38,188.08,0.00,2,
205093,raw pressure,28.00,-0.03,0.02,-0.23,124.54,128.04,39.77,-12.25,189.62,0.00,2,
205183,raw pressure,28.00,-0.02,0.02,-0.22,128.33,131.77,38.85,-12.14,191.17,0.00,2,
205272,raw pressure,28.00,-0.01,0.00,-0.21,132.10,135.41,37.96,-12.04,192.74,0.00,2,
205375,raw pressure,28.00,-0.01,0.00,-0.20,136.62,140.11,37.42,-11.94,196.16,1.00,2,
205469,raw pressure,28.00,-0.02,0.01,-0.19,140.70,144.00,36.68,-11.84,192.04,0.00,2,
205558,raw pressure,28.00,-0.01,0.01,-0.18,143.80,147.08,35.52,-11.74,198.67,1.00,2,
205646,raw pressure,28.00,0.00,0.01,-0.17,147.45,150.42,34.72,-11.64,194.85,0.00,2,
205737,raw pressure,28.00,0.00,0.01,-0.16,150.83,153.82,33.90,-11.54,201.66,1.00,2,
205825,raw pressure,28.01,0.00,0.01,-0.16,154.24,157.05,33.15,-11.45,198.57,1.00,2,
205916,raw pressure,28.00,0.00,0.02,-0.15,157.18,160.11,32.18,-11.40,199.84,1.00,2,
206020,raw pressure,28.00,0.01,0.01,-0.14,161.31,164.25,31.71,-11.33,203.09,1.00,2,
206110,raw pressure,28.00,0.00,0.01,-0.13,164.18,167.01,30.66,-11.24,203.91,1.00,2,
206200,raw pressure,28.01,0.01,0.01,-0.12,166.97,169.70,29.64,-11.15,204.71,1.00,2,
206290,raw pressure,28.00,0.01,0.01,-0.11,169.77,172.37,28.69,-11.05,205.64,1.00,2,
206380,raw pressure,28.00,0.00,0.01,-0.11,172.52,175.01,27.80,-10.96,206.64,1.00,2,
206470,raw pressure,28.00,0.00,0.01,-0.10,175.75,177.99,27.25,-10.91,208.61,1.00,2,
206560,raw pressure,28.01,0.00,0.01,-0.09,178.00,180.41,26.28,-10.84,209.28,1.00,2,
206664,raw pressure,28.00,0.00,0.01,-0.09,181.39,183.78,25.74,-10.75,211.69,1.00,2,
206755,raw pressure,28.01,0.01,0.01,-0.08,183.83,186.11,24.80,-10.71,212.35,1.00,2,
206844,raw pressure,28.01,0.01,0.01,-0.08,186.26,188.38,23.95,-10.64,213.11,1.00,2,
206935,raw pressure,28.01,0.01,0.01,-0.08,184.39,187.72,20.67,-10.61,206.89,1.00,2,
207024,raw pressure,28.01,0.01,0.01,-0.08,185.20,187.75,18.26,-10.60,203.12,1.00,2,
207115,raw pressure,28.01,0.01,0.01,-0.06,193.00,193.05,20.33,-10.59,211.68,1.00,2,
207204,raw pressure,28.01,0.01,0.02,-0.06,192.08,194.14,18.84,-10.48,210.40,1.00,2,
207309,raw pressure,28.01,0.01,0.02,-0.08,192.20,194.68,16.62,-10.43,207.63,1.00,2,
207399,raw pressure,28.01,0.01,0.02,-0.11,195.41,196.65,16.13,-10.51,208.91,1.00,2,
207489,raw pressure,28.01,0.02,0.01,-0.12,196.04,197.63,14.79,-10.72,208.05,1.00,2,
207579,raw pressure,28.01,0.01,0.01,-0.10,198.33,199.41,14.21,-10.86,209.08,1.00,2,
207669,raw pressure,28.01,0.01,0.01,-0.10,200.58,201.47,13.92,-10.82,210.77,1.00,2,
207759,raw pressure,28.01,0.01,0.01,-0.09,202.96,203.72,13.82,-10.80,212.90,1.00,2,
207863,raw pressure,28.01,0.01,0.01,-0.08,204.67,205.77,13.26,-10.73,214.26,1.00,2,
207954,raw pressure,28.01,0.01,0.00,-0.07,206.36,207.35,12.66,-10.65,215.13,1.00,2,
208043,raw pressure,28.01,0.00,0.01,-0.06,208.19,209.03,12.23,-10.56,216.30,1.00,2,
208134,raw pressure,28.01,0.01,0.01,-0.05,209.45,210.39,11.53,-10.46,216.89,1.00,2,
208223,raw pressure,28.01,0.00,0.01,-0.04,211.14,211.90,11.04,-10.37,217.89,1.00,2,
208314,raw pressure,28.01,0.01,0.01,-0.04,212.72,213.44,10.59,-10.27,218.95,1.00,2,
208403,raw pressure,28.01,0.00,0.01,-0.03,214.28,214.93,10.17,-10.23,220.04,1.00,2,
208508,raw pressure,28.01,0.03,0.00,-0.12,215.16,216.11,9.24,-10.15,220.34,1.00,2,
208598,raw pressure,28.01,0.00,0.02,-0.05,216.51,217.18,8.51,-10.61,220.79,1.00,2,
208688,raw pressure,28.02,0.00,0.02,-0.04,217.47,218.11,7.76,-10.43,221.12,1.00,2,
208778,raw pressure,28.02,0.00,0.02,-0.02,218.43,218.99,7.03,-10.30,221.47,1.00,2,
208868,raw pressure,28.01,0.00,0.02,-0.03,218.54,219.27,5.86,-10.13,221.00,1.00,2,
208958,raw pressure,28.02,0.00,0.02,-0.02,219.50,219.92,5.09,-10.11,221.23,1.00,2,
209048,raw pressure,28.02,0.00,0.02,-0.01,220.37,220.65,4.45,-10.05,221.66,1.00,2,
209153,raw pressure,28.02,0.01,0.02,-0.01,220.96,221.28,3.59,-9.96,221.94,1.00,2,
209242,raw pressure,28.02,0.02,0.02,-0.01,221.66,221.83,2.95,-9.93,222.27,1.00,2,
209333,raw pressure,28.02,0.02,0.02,-0.01,221.98,222.16,2.14,-9.91,222.40,1.00,2,
209422,raw pressure,28.02,0.04,0.01,-0.02,222.24,222.37,1.30,-9.90,222.45,1.00,2,
209513,raw pressure,28.02,0.03,0.00,0.00,222.58,222.59,0.51,-9.96,222.61,1.00,2,
209602,raw pressure,28.01,0.03,0.00,0.00,222.42,222.48,-0.46,-9.87,222.49,1.00,2,
209693,raw pressure,28.02,0.01,-0.03,0.00,222.63,222.50,-1.27,-9.83,222.58,1.00,2,
209839,raw pressure,28.01,-0.01,-0.04,0.00,222.60,222.28,-2.64,-9.81,222.64,1.00,2,
209929,raw pressure,28.02,-0.03,-0.05,0.00,222.39,222.09,-3.44,-9.81,222.69,1.00,2,
210019,raw pressure,28.02,-0.06,-0.05,0.00,222.43,221.98,-4.11,-9.80,222.84,1.00,2,
210108,raw pressure,28.02,-0.11,0.01,0.01,222.56,221.98,-4.66,-9.80,223.08,1.00,2,
210197,raw pressure,28.02,-0.14,0.01,0.02,222.33,221.77,-5.33,-9.75,223.21,1.00,2,
210287,raw pressure,28.03,-0.17,0.03,0.03,221.61,221.14,-6.28,-9.67,223.13,1.00,2,
210376,raw pressure,28.02,-0.20,0.10,0.04,221.04,220.47,-7.19,-9.58,223.06,1.00,2,
210481,raw pressure,28.02,-0.15,0.19,0.05,220.41,219.62,-8.21,-9.48,222.99,1.00,2,
210570,raw pressure,28.02,-0.11,0.18,0.04,219.81,218.99,-8.92,-9.39,222.95,1.00,2,
210661,raw pressure,28.02,-0.16,-0.62,-0.21,219.72,218.65,-9.36,-9.40,222.99,1.00,2,
210750,raw pressure,28.02,0.03,0.13,-0.05,218.55,217.69,-10.47,-10.76,223.09,1.00,2,
210841,raw pressure,28.02,0.24,0.14,0.00,218.48,217.25,-10.96,-10.50,223.14,1.00,2,
210930,raw pressure,28.03,0.32,0.05,0.01,217.01,216.07,-11.97,-10.11,223.05,1.00,2,
211021,raw pressure,28.03,0.28,-0.13,-0.05,217.17,215.71,-12.22,-9.88,222.98,1.00,2,
211125,raw pressure,28.03,0.24,-0.29,-0.11,216.26,214.77,-12.97,-10.11,222.91,1.00,2,
211215,raw pressure,28.03,0.35,-0.39,-0.05,216.08,214.49,-13.13,-10.54,222.82,1.00,2,
211305,raw pressure,28.03,0.32,-0.45,-0.06,215.61,214.06,-13.39,-10.40,222.70,1.00,2,
211395,raw pressure,28.03,0.00,-0.46,-0.17,214.26,212.95,-14.21,-10.39,222.62,1.00,2,
211485,raw pressure,28.03,0.41,-0.28,-0.05,212.09,211.02,-15.73,-10.99,222.72,1.00,2,
211575,raw pressure,28.03,0.44,-0.08,-0.07,210.07,208.90,-17.21,-10.60,222.70,1.00,2,
211680,raw pressure,28.03,0.42,0.27,0.02,207.19,205.82,-19.31,-10.54,222.81,1.00,2,
211769,raw pressure,28.03,0.34,0.68,0.01,207.16,205.02,-19.31,-10.02,222.02,1.00,2,
211859,raw pressure,28.03,-0.08,0.89,-0.22,206.57,204.33,-19.27,-9.84,221.27,1.00,2,
211948,raw pressure,28.03,-0.62,0.89,-0.29,205.42,203.33,-19.70,-11.02,220.94,1.00,2,
212039,raw pressure,28.03,-0.87,0.32,-0.20,202.80,201.11,-21.15,-11.92,221.07,1.00,2,
212128,raw pressure,28.03,-0.63,-0.15,-0.10,199.97,198.38,-22.86,-11.83,221.23,1.00,2,
212219,raw pressure,28.03,-0.24,-0.22,-0.27,197.02,195.30,-24.63,-11.25,221.24,1.00,2,
212323,raw pressure,28.03,-0.26,-0.72,-0.23,195.65,192.92,-25.71,-11.91,220.77,1.00,2,
212413,raw pressure,28.03,-0.28,-0.84,-0.45,194.80,191.90,-25.61,-11.99,219.56,1.00,2,
212503,raw pressure,28.03,0.50,-0.77,-0.32,192.99,190.30,-26.23,-13.22,219.08,1.00,2,
212592,raw pressure,28.03,0.50,-0.66,-0.34,189.32,187.23,-27.95,-13.06,219.14,1.00,2,
212682,raw pressure,28.03,0.57,-0.18,-0.36,186.71,184.30,-29.43,-13.10,218.93,1.00,2,
212772,raw pressure,28.03,0.37,0.34,-0.33,183.64,181.13,-31.01,-13.23,218.69,1.00,2,
212862,raw pressure,28.03,0.17,0.70,-0.43,182.60,179.32,-31.33,-13.12,217.46,1.00,2,
212965,raw pressure,28.03,-0.03,0.65,-0.44,180.47,176.83,-32.09,-13.62,216.40,1.00,2,
213056,raw pressure,28.03,-0.22,0.52,-0.43,178.35,174.93,-32.42,-13.89,215.10,1.00,2,
213145,raw pressure,28.04,-0.45,0.67,-0.66,175.83,172.62,-33.13,-13.96,214.12,1.00,2,
213236,raw pressure,28.03,-0.19,0.14,-0.74,172.73,169.61,-34.54,-15.24,213.72,1.00,2,
213325,raw pressure,28.04,-0.11,-0.33,-0.58,172.83,168.72,-34.18,-16.25,212.16,1.00,2,
213416,raw pressure,28.04,-0.29,-0.40,-0.71,169.85,166.34,-34.94,-15.82,211.18,1.00,2,
213520,raw pressure,28.03,0.23,-0.09,-0.62,169.21,164.65,-34.99,-16.34,209.59,1.00,2,
213610,raw pressure,28.03,0.39,-0.18,-0.60,167.40,163.40,-34.68,-16.08,207.77,1.00,2,
213700,raw pressure,28.04,0.31,0.08,-0.97,164.40,160.92,-35.50,-15.86,206.80,1.00,2,
213790,raw pressure,28.04,0.63,0.24,-0.75,164.60,160.22,-35.09,-17.77,205.34,1.00,2,
213880,raw pressure,28.04,0.27,-0.07,-0.53,161.89,158.17,-35.67,-17.43,204.35,1.00,2,
213969,raw pressure,28.04,0.03,0.33,-0.67,159.33,155.75,-36.33,-16.08,203.17,1.00,2,
214059,raw pressure,28.04,0.28,0.60,-0.74,157.80,153.85,-36.62,-16.24,201.80,1.00,2,
214163,raw pressure,28.04,0.30,0.38,-0.62,155.97,151.45,-37.15,-16.69,200.37,1.00,2,
214254,raw pressure,28.04,0.18,0.45,-0.56,154.04,149.85,-36.96,-16.24,198.42,1.00,2,
214343,raw pressure,28.05,0.54,0.50,-0.66,153.49,149.07,-36.15,-15.71,196.14,1.00,2,
214434,raw pressure,28.04,0.69,0.19,-0.78,149.44,145.97,-37.41,-16.02,195.36,1.00,2,
214523,raw pressure,28.04,0.09,-0.01,-0.64,148.29,144.20,-37.61,-16.81,193.95,0.00,2,
214614,raw pressure,28.04,-0.34,0.01,-0.83,143.72,140.38,-39.35,-16.40,200.96,1.00,2,
214703,raw pressure,28.05,-0.68,0.20,-0.88,143.54,139.02,-39.09,-17.25,191.46,0.00,2,
214850,raw pressure,28.04,-0.56,0.54,-0.87,140.15,133.90,-41.11,-17.90,198.65,1.00,2,
214940,raw pressure,28.04,-0.29,0.56,-0.83,137.87,133.08,-39.73,-18.14,186.68,0.00,2,
215030,raw pressure,28.04,0.13,0.30,-0.67,136.82,132.09,-39.05,-18.02,191.98,0.00,2,
215120,raw pressure,28.04,0.44,0.38,-0.66,135.30,130.76,-38.71,-17.10,189.85,0.00,2,
215210,raw pressure,28.04,0.38,0.68,-0.77,134.41,129.76,-38.15,-16.64,187.52,0.00,2,
215300,raw pressure,28.04,-0.04,0.39,-0.55,130.27,126.61,-39.43,-17.03,187.39,0.00,2,
215405,raw pressure,28.05,-0.36,0.17,-0.84,126.01,121.97,-41.38,-16.01,187.36,0.00,2,
215494,raw pressure,28.05,-0.45,-0.08,-0.96,123.21,119.09,-42.22,-17.13,186.48,0.00,2,
215585,raw pressure,28.05,-0.28,-0.01,-0.71,121.55,116.89,-42.55,-18.29,185.06,0.00,2,
215674,raw pressure,28.05,-0.37,0.28,-0.66,120.70,115.71,-41.87,-17.44,182.26,0.00,2,
215765,raw pressure,28.05,-1.07,0.38,-0.67,120.65,115.29,-40.56,-16.79,178.74,0.00,2,
215853,raw pressure,28.05,-1.27,-0.11,-0.48,121.90,116.28,-38.21,-16.55,174.18,0.00,2,
215944,raw pressure,28.05,-0.43,-0.95,-0.37,121.02,116.07,-36.85,-15.41,170.76,0.00,2,
216048,raw pressure,28.05,0.72,-1.05,-0.51,119.44,114.56,-36.31,-14.31,167.99,0.00,2,
216137,raw pressure,28.05,-0.06,-1.07,-0.51,115.64,112.04,-36.95,-14.58,166.97,0.00,2,
216226,raw pressure,28.05,-0.92,-1.15,-0.47,114.96,110.74,-36.55,-14.70,164.74,0.00,2,
216320,raw pressure,28.05,-0.80,-1.38,-0.52,114.02,109.55,-36.02,-14.54,162.31,0.00,2,
216409,raw pressure,28.05,0.37,-1.31,-0.61,113.98,109.40,-34.73,-14.74,159.15,0.00,2,
216498,raw pressure,28.05,0.06,-0.60,-0.81,108.33,105.49,-36.75,-15.32,159.95,0.00,2,
216588,raw pressure,28.05,-0.55,-0.27,-1.13,104.91,101.70,-38.67,-16.66,160.69,0.00,2,
216691,raw pressure,28.05,-0.12,-0.24,-0.71,99.73,96.20,-41.93,-19.00,162.90,0.00,2,
216782,raw pressure,28.05,0.35,0.01,-0.78,99.57,94.72,-41.34,-17.75,160.02,0.00,2,
216871,raw pressure,28.05,0.18,0.62,-0.79,97.98,93.27,-40.95,-17.58,157.65,0.00,2,
216962,raw pressure,28.06,-0.66,0.76,-0.91,94.93,90.64,-41.58,-17.56,156.52,0.00,2,
217051,raw pressure,28.05,-0.66,0.35,-0.71,91.56,87.51,-42.71,-18.20,156.05,0.00,2,
217142,raw pressure,28.05,-0.70,0.08,-0.70,91.82,86.58,-41.75,-17.40,152.85,0.00,2,
217246,raw pressure,28.06,-0.13,-0.52,-0.91,90.35,84.83,-41.28,-16.99,150.00,0.00,2,
217336,raw pressure,28.05,0.14,-0.30,-0.71,85.56,81.55,-42.50,-17.95,149.61,0.00,2,
217426,raw pressure,28.05,0.13,-0.36,-0.86,82.77,78.52,-43.29,-17.29,148.45,0.00,2,
217516,raw pressure,28.06,0.02,-0.27,-0.63,82.71,77.49,-42.49,-17.81,145.53,0.00,2,
217606,raw pressure,28.06,0.04,-0.23,-0.52,81.34,76.30,-41.71,-16.79,142.48,0.00,2,
217696,raw pressure,28.06,0.07,-0.14,-0.41,77.92,73.63,-42.12,-15.74,140.78,0.00,2,
217786,raw pressure,28.06,0.15,-0.19,-0.45,73.62,69.78,-43.37,-14.67,139.90,0.00,2,
217889,raw pressure,28.06,0.32,-0.22,-0.50,71.28,66.30,-43.97,-14.41,137.82,0.00,2,
217980,raw pressure,28.07,0.39,-0.16,-0.53,70.65,65.34,-42.57,-14.57,133.55,0.00,2,
218069,raw pressure,28.06,0.30,0.02,-0.50,67.72,63.17,-42.48,-14.81,131.17,0.00,2,
218159,raw pressure,28.07,0.18,0.26,-0.56,63.71,59.67,-43.49,-14.75,130.05,0.00,2,
218248,raw pressure,28.06,0.03,0.52,-0.75,60.82,56.54,-44.18,-15.05,128.56,0.00,2,
218339,raw pressure,28.07,-0.56,0.65,-0.95,59.20,54.31,-44.20,-16.22,126.37,0.00,2,
218428,raw pressure,28.07,-1.09,-0.16,-0.79,61.54,55.37,-41.66,-17.82,121.42,0.00,2,
218533,raw pressure,28.06,-0.45,-1.00,-0.64,60.21,54.34,-40.69,-17.67,118.09,0.00,2,
218623,raw pressure,28.06,0.27,-0.92,-0.61,58.60,53.65,-39.42,-16.78,114.41,0.00,2,
218712,raw pressure,28.07,0.21,-0.60,-0.79,54.05,50.36,-40.59,-16.22,113.89,0.00,2,
218802,raw pressure,28.07,0.23,-0.19,-0.86,52.43,48.09,-40.97,-16.96,112.51,0.00,2,
218891,raw pressure,28.07,0.38,0.00,-0.83,50.07,45.75,-41.44,-17.66,111.29,0.00,2,
218981,raw pressure,28.06,0.65,-0.33,-1.11,43.45,40.34,-44.38,-17.81,112.83,0.00,2,
219070,raw pressure,28.07,-0.02,-0.31,-0.95,43.18,38.29,-44.56,-19.40,111.21,0.00,2,
219174,raw pressure,28.07,0.22,0.16,-0.93,39.57,34.46,-45.81,-19.24,110.31,0.00,2,
219263,raw pressure,28.07,0.28,-0.27,-0.70,38.79,33.39,-44.75,-19.06,106.75,0.00,2,
219354,raw pressure,28.08,-0.37,-0.60,-0.79,38.83,33.09,-43.05,-17.73,102.44,0.00,2,
219442,raw pressure,28.07,-0.71,0.12,-0.82,33.58,29.58,-44.30,-17.62,101.89,0.00,2,
219533,raw pressure,28.07,-0.26,0.16,-0.73,27.76,24.20,-46.97,-17.74,102.78,0.00,2,
219622,raw pressure,28.08,-0.36,0.24,-1.11,27.28,22.11,-46.68,-17.30,100.02,0.00,2,
219713,raw pressure,28.08,-0.29,0.32,-0.93,27.94,21.86,-45.17,-19.18,96.21,0.00,2,
219859,raw pressure,28.07,-0.12,-0.01,-1.01,24.17,16.76,-46.58,-19.03,94.43,0.00,2,
219949,raw pressure,28.08,-0.18,-0.04,-0.89,21.66,16.13,-44.62,-19.40,89.19,0.00,2,
220039,raw pressure,28.08,-0.29,-0.10,-0.91,17.15,12.77,-45.66,-18.91,88.28,0.00,2,
220129,raw pressure,28.08,-0.23,-0.27,-0.92,14.44,9.76,-46.40,-18.80,86.99,0.00,4,
220219,raw pressure,28.08,-0.19,-0.24,-0.82,11.97,7.05,-46.86,-18.81,86.99,0.00,4,
220309,raw pressure,28.09,-0.21,-0.13,-0.77,10.64,5.27,-46.47,-18.27,86.99,0.00,4,
220399,raw pressure,28.08,-0.12,-0.11,-0.75,11.39,5.29,-44.60,-17.76,86.99,0.00,4,
220504,raw pressure,28.08,0.08,-0.15,-1.04,8.44,2.74,-44.63,-17.42,86.99,0.00,4,
220593,raw pressure,28.08,0.20,-0.20,-0.79,4.29,-0.22,-45.45,-18.85,86.99,0.00,4,
220684,raw pressure,28.08,0.22,-0.33,-0.94,3.70,-1.67,-44.78,-18.12,86.99,0.00,4,
220773,raw pressure,28.08,-0.11,-0.18,-0.87,-0.69,-5.05,-45.91,-18.62,86.99,0.00,4,
220864,raw pressure,28.08,-0.26,0.03,-1.10,3.28,-3.47,-42.85,-18.45,86.99,0.00,4,
220953,raw pressure,28.08,0.01,0.09,-0.70,8.12,0.75,-38.00,-19.63,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,1.36,-36.15,-17.98,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,4.79,-33.04,-17.36,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,5.94,-32.63,-17.08,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.37,-32.57,-16.95,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.54,-32.56,-16.90,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.60,-32.56,-16.88,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.63,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.63,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,86.99,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,86.99,0.00,4,
